Name;Art;Longitude;Latitude;Link
Schmalfurt;Dorf;1.34054745238686;30.7303035239215;
Hillhaus;Dorf;3.075308;35.824208;
Thunata;Dorf;3.221353;35.885164;
Elvurund;Dorf;10.5426723105441;39.35218463573241;
Lettjaskaja;Dorf;10.333576;38.504731;
Foss;Dorf;10.71148469833711;39.17179908636329;
Brydaborn;Dorf;10.143127;37.954406;
Norntal;Dorf;10.478092;38.240227;
Travingen;Dorf;6.973660;35.706653;
Oblotin;Dorf;6.469155;36.869777;
Gordask;Dorf;5.133619;38.520912;
Dorf der Doppelaxtleute;Dorf-X;4.20976581552764;40.954072124375;
Naaulok;Dorf;7.343693;37.975855;
Kirma;Dorf;6.235684;37.475189;
Murkhall;Dorf-X;8.256443;40.171982;
Reelia;Dorf_Karte;10.968950;43.076048;
Riur'lara;Dorf-X;3.9073505492578;36.44132541021;
Frigorn;Dorf_Karte;6.693203;39.771898;
Fjorinswohld;Dorf;11.102131;37.886473;
Wolfstein;Dorf-X;5.159971;38.255704;
Hergerdshof;Dorf_Karte-X;5.098769;37.109637;
Firnaysala;Dorf;8.992354;42.566249;
Pekkaani;Dorf;9.05254059789145;38.9211037767893;
Aumond;Dorf;3.381171;35.673349;
Weidensee;Dorf_Karte;7.677776;36.628176;
Weidensee;Sonstige_Ruine;7.677776;36.628176;
Garben;Dorf-X;4.15885977115912;34.5132066936454;
Kvillquell;Dorf;4.968812;36.448573;
Lanan;Dorf;4.585157;37.632652;
Nysjunen;Dorf;7.378643;38.462782;
Leikinen;Dorf;4.314338;37.2156663;
Frisov;Dorf;6.407280;40.377423;
Nivesensiedlung;Dorf-X;8.19880473549051;42.4722757446953;
Fjarnigerdorf;Dorf-X;8.62996559159314;42.6202135108606;
Shanasala;Dorf-X;10.7147037042308;40.451894155139;
Mindrawa'Oya;Dorf-X;4.69182249606376;35.5057346157359;
Yetidorf der Wächter;Dorf-X;4.63194223755698;43.5162680775609;
Cor;Dorf;10.45614526579691;39.56567387622026;
Anaavi;Dorf;5.871069;38.185864;
Söderland-Ottajasko;Dorf-X;6.23721861925538;37.1383364369789;
Dorf der Yrn Yrn;Dorf-X;5.5395757619545;43.2472903208968;
Palast der Mammutfirn-Sippe;Dorf-X;7.10253450407246;39.5343730619834;
Goblinlager;Dorf-X;7.23766830088975;35.6352542700214;
Yetidorf;Dorf-X;4.4582802260712;43.2741880965632;
Goblinlager;Dorf-X;7.1807790212651;36.7837892909771;
Firunshag;Dorf;5.570462;37.069224;Firunshag (Nivesenland)
Uta;Dorf_Karte;5.003639;39.558231;
Koskjuk;Dorf;4.168464;39.466050;
Farlorn;Dorf;6.964354;39.573799;
Dorf am Nuan Riva;Dorf-X;3.37398732384638;37.2405479845112;
Kela;Dorf;6.058676;39.635825;
Parju;Dorf-X;5.64437244211427;37.0952999959126;
Nija;Dorf;5.428910;38.972373;
Dorf am Rande der Welt;Dorf-X;12.8439596542524;37.2960677954514;
Narai keeva Laach;Dorf_Karte-X;7.40235034952381;37.2988092670959;
Iornu;Dorf;11.946715;39.251028;
Atanwald;Dorf;11.658847;38.914463;
Auelfensieldung;Dorf-X;6.07253912560507;39.367503464696;
Torrias;Dorf;.108908;26.368716;
Wanka;Dorf;-.061797;23.278415;Wanka (Drôl)
Drôlsash;Dorf;-.465118;22.846815;
Gergaltôr;Dorf-X;-.815437;26.464337;
Drunidet;Dorf;-.564161;22.423069;
Chaleba;Dorf;-.284269;22.448674;
Terrinda;Dorf;-1.478995;25.750583;
Shilish;Dorf;-.216420;23.377322;
Bahín;Dorf;.272818;23.236176;
Climer;Dorf;-.377726;24.208696;
Aramis;Dorf-X;-.164490;23.156100;
Gilforn;Dorf;-1.286842;25.401548;
Bilhén;Dorf;-1.418007;22.637858;
Theniran;Dorf;-1.210910;22.765925;
Chalinba;Dorf_Karte;-1.471878;22.425999;
Thenesh;Dorf;-.710905;23.034812;
Trebesco;Dorf_Karte;-.302061;25.935718;
Flarngau;Dorf;-.480221;25.746157;
Mikram;Dorf;-.520170;22.583108;
Weißbruch;Dorf;.550202;23.785210;
Wyrmingen;Dorf;-.264886;23.722532;
Helametto;Dorf;-1.200824;25.520769;
Dâl;Dorf;.362020;23.688922;Dâl (Banchab)
Solstono;Dorf-X;-1.617026;25.374813;
Boronaya;Dorf-X;-.530757;25.852839;
Tashbek;Dorf;-.174962;25.602497;
Nordek;Dorf;-.268334;25.745261;
Castarosa;Dorf-X;-1.134291;25.356292;
Mesaverde;Dorf-X;-1.234654;25.431526;
Chetan;Dorf;-1.088385;25.572205;
Baliiri;Dorf_Karte;-.554218;25.648788;
Chôer;Dorf;-1.104131;25.494549;
Fulni;Dorf-X;-1.471773;25.170474;
Hadûk;Dorf;-.416607;23.744664;
Wanka am Arninkelwald;Dorf;-1.347041;25.609154;Wanka (Yaquiria)
Elmantessa;Dorf;-1.187991;25.634108;
Sodanyo;Dorf;-1.315451;25.567763;
Tashbar;Dorf;.095325;24.305805;
Liddla;Dorf;-.421686;23.616239;
Hasám;Dorf;-.228614;24.126487;
Dolmen;Dorf;.129026;23.826359;
Honâk;Dorf;.199672;23.701432;
Marlamis;Dorf-X;-.921381;24.857286;
Norresundby;Dorf;-0.618981155039956;22.96178351509256;
Yaquirbrück;Dorf-X;-0.873118;25.600800;
Dunkelgrab;Dorf;.435617;23.960985;
Terkis;Dorf-X;-1.044547;24.279744;
Farûn;Dorf;.433358;23.797168;
Commra;Dorf;.530276;23.858309;
Thûn;Dorf;-0.008452;25.517317;
Dâlend;Dorf;.350542;23.745992;
Rahjastein;Dorf;.584793;23.747713;
Livia;Dorf;-.373248;23.224677;
Kynikon;Dorf;-.500349;23.390142;
Dûar;Dorf;0.002146;23.311761;
Kithairon;Dorf;-.441323;23.383166;
Vhelsandt;Dorf;-.434812;23.320125;
Eternenwall;Dorf;.371956;24.004132;
Kesh;Dorf;058125;23.464879;
Saladuk;Dorf;.356909;23.841828;
Paphla;Dorf;-.279227;23.339069;
Torquil;Dorf;-.143641;23.311160;
Duskus;Dorf;.117594;23.291700;
Thalimshof;Dorf;-.020158;23.336001;
Castel da Rosa;Dorf;-.445190;23.435663;
Purfo;Dorf;0.005029;23.549788;
Pichel;Dorf;0.069059;23.583147;
Khalôd;Dorf;.248172;23.942623;
Satara;Dorf;-1.252325;25.630573;
Hirmis;Dorf;.387116;23.621120;
Suderstein;Dorf;.174315;23.558770;
Trevia;Dorf;-.302276;23.948917;
Holdan;Dorf-X;-1.007702;25.794952;
Belkram;Dorf-X;-1.058301;24.471851;
Brodenhof;Dorf;.298587;23.641086;
Gravenanger;Dorf;-.385465;23.318094;
Aeslaic;Dorf;.064663;23.959106;
Rhûvak;Dorf;-.438750;23.535576;
Morte Folnor;Dorf-X;-.452732;26.404199;
Orvanola;Dorf-X;-.469969;26.429904;
Sicheln;Dorf-X;-1.188364;26.376604;
Dornenwacht;Dorf;0.066873;23.763859;
Wulfenbein;Dorf;-.144534;23.912668;
Marmara;Dorf;.242805;23.785478;
Felsengrund;Dorf;.287963;23.881008;
Terdan;Dorf;.355416;23.432574;
Unicornia;Dorf;-.219142;24.067057;
Dracomira;Dorf;0.078309;23.515578;
Ottahal;Dorf;-.642859;24.168332;
Karenkis;Dorf;-.542136;24.190165;
Solfeld;Dorf;-.017894;24.194644;
Krôtgard;Dorf;0.036660;24.168719;
Birselhus;Dorf;.083410;24.266377;
Unterwaid;Dorf;.205333;24.260071;
Oberwaid;Dorf;.210877;24.293654;
Eternenstein;Dorf;.211001;24.149862;
Eternenbruch;Dorf;.282891;24.073320;
Morbar;Dorf;-0.059634;24.128480;
Fardis;Dorf;-.637318;24.096992;
Sylveccio;Dorf;-.165732;24.084358;
Theron;Dorf;-.730060;24.104724;
Timbergrund;Dorf;-.211877;24.003039;
Rûl;Dorf;-.241924;23.927670;
Durndâl;Dorf;-0.035549;23.913139;
Dürnkrut;Dorf;-0.046551;23.811423;
Fennain;Dorf;-.163191;23.759888;
Juldurf;Dorf;-.295286;24.004975;
Lupalia;Dorf;-.328639;23.892821;
Benderis;Dorf;-.372206;23.855031;
Viallana;Dorf;-.401538;23.801556;
Kesh;Dorf;-0.098252;23.364693;
Nephado;Dorf;-.378003;24.007477;
Ulmenbruch;Dorf;-0.056026;24.044746;
Faéda;Dorf;-.207324;24.176363;
Fuchswalden;Dorf-X;-1.034575;26.601426;
Khandrazin;Dorf;-0.003790;24.430631;
Cella sub Silva;Dorf;0.080916;24.341660;
Quasulerando;Dorf;-0.038647;24.353177;
Quergel;Dorf;-0.000066;24.308442;
Blaûd;Dorf;-0.040071;24.232099;
Sharbak;Dorf;0.026825;24.261435;
Algûn;Dorf;-.275980;24.185040;
Ashoc;Dorf;-.263142;24.222800;
Ganesha;Dorf;-.265160;24.147817;
Porlum;Dorf;-.182449;24.210406;
Ralûnk;Dorf;-.670924;24.128862;
Braccto;Dorf;-.084554;24.200142;
Tharsina;Dorf;-.402471;23.918388;
Angard;Dorf;-.261558;24.099320;
Wallmut;Dorf;-.358933;24.137068;
Niraveth;Dorf;-.371816;24.112171;
Tangor;Dorf;-.326241;24.133783;
Tarsis;Dorf;-.344817;24.177517;
Tovalhus;Dorf;-.420158;24.211813;
Morcan;Dorf;-.497548;24.085374;
Tsaida;Dorf;-.440181;24.114755;
Brothûn;Dorf;-.474985;24.149370;
Mêrin;Dorf;-.568737;24.071605;
Mergellina;Dorf;-.582567;24.122993;
Aror;Dorf;-.149506;24.250606;
Grünfelde;Dorf;.251807;23.561537;
Serûn;Dorf;-.689807;23.868275;
Efferdono;Dorf;-.283778;23.430531;
Sumpera;Dorf;-.422737;23.679153;
Morlak;Dorf;-0.007821;23.687755;
Taël;Dorf;-0.058470;23.513577;
Vinreb;Dorf;-.096316;23.563497;
Silva Alicorni;Dorf;-.224084;23.459969;
Sharûk;Dorf;-.194585;23.515276;
Karasuk;Dorf;-.174337;23.452081;
Solon;Dorf;-.162301;23.386213;
Zedernbach;Dorf;.554818;23.510725;
Nova Rhûvak;Dorf;-.405232;23.539720;
Tankred;Dorf;.303586;23.532625;
Nove Trahelia;Dorf;-.340002;23.571089;
Skirza;Dorf;.163910;23.447449;
Kharna;Dorf;.150846;23.392662;
Valrashûn;Dorf;.100911;23.374579;
Saltumbra;Dorf;.259854;23.401326;
Yskam;Dorf;.214628;23.364210;
Tardesch;Dorf;.302506;23.291957;
Antâva;Dorf;.336385;23.353446;
Alt-Bahin;Dorf;.283108;23.255922;
Phrenoshof;Dorf;.195008;23.283151;
Yalusdei;Dorf;.130407;23.316817;
Eslamshof;Dorf;0.059023;23.335146;
Rashûn;Dorf;-0.003774;23.438090;
Mhylfurt;Dorf;.481584;23.575171;
Afardia;Dorf;-.517146;23.686708;
Okûl;Dorf;-.506503;24.005576;
Barûn;Dorf;-.577318;23.975388;
Dapsilia;Dorf;-.659430;23.983424;
Somininia;Dorf;-.587519;23.914870;
Somina;Dorf;-.548275;23.915358;
Dondaris;Dorf;-.459400;23.863169;
Dredinet;Dorf;-.467039;23.816017;
Silpio;Dorf;-.521994;23.731018;
Pessina;Dorf;-.483335;23.609016;
Osten Ara;Dorf;-.386019;23.483037;
Soramis;Dorf;-.551274;23.648792;
Angeroth;Dorf;-.453364;23.982570;
Belenis;Dorf;-.499005;23.547512;
Faldoreth;Dorf;-.544580;23.590602;
Airûla;Dorf;-.554321;23.519911;
Periusa;Dorf;-.488125;23.518591;
Brûn;Dorf;-.344551;23.708052;
Crux;Dorf;-.301583;23.669030;
Perainis;Dorf;-.350182;23.617607;
Groß Mugel;Dorf;-.266563;23.518551;
Kleinbuckel;Dorf;-.282314;23.563344;
Korlob;Dorf;-.342666;23.514434;
Normia;Dorf;-.480322;23.663489;
Chumbiri;Dorf-X;1.253706;22.506889;
Yel;Dorf-X;-.861858;25.487570;
Fuxenstein;Dorf;-.721235;26.339254;
Papilio;Dorf;-1.172252;25.559764;
Montarena;Dorf-X;-.935221;25.288335;
Kullbach;Dorf;-.260184;26.735364;
Tolkram;Dorf-X;-1.040470;24.512174;
Vestia;Dorf;-.636408;25.616129;
Heroicum;Dorf-X;-1.039419;25.202183;
Ardismôr;Dorf;-.572261;25.481715;
Sapallyo;Dorf;-.571805;25.525822;
Elissaya;Dorf;-.450477;25.481995;
Teneth;Dorf;-.449022;25.540932;
Viaurelia;Dorf;-.511787;25.553416;
Agendayo;Dorf;-.438465;25.582996;
Altovinza;Dorf;-.640165;25.525616;
San Festo;Dorf;-.746245;25.527777;
Dorash;Dorf;-.704684;25.593601;
Striazirros;Dorf;-.695662;25.624452;
Cordori;Dorf;-.635999945718309;25.5639408610627;
Abszint;Dorf;1.975926011105924;21.32859657169566;
Al'Tamur;Dorf;5.807592167134081;23.75744300904449;
Arborea;Dorf;5.535886;24.961097;
Bakir;Dorf;6.010552875812376;24.09018666312138;
Banje;Dorf;5.838836699111491;23.98075702446498;
Beysal;Dorf;5.726838007655831;24.31789756418103;
Bir Sharîd;Dorf;5.209666141171995;24.71347910954918;
Dhargun;Dorf;4.624962479892743;22.42861282691317;
Echas;Dorf;1.462859158613459;21.00033450918912;
El Arrat;Dorf;0.707742;21.353807;
Haisach;Dorf;5.791827683878803;23.88581156442339;
Halderot;Dorf;2.135437605835027;21.46213702190891;
Hawwah;Dorf;2.660712329484938;22.40744395713381;
Khalim;Dorf;5.732366171558596;23.53752691425703;
Kobashand;Dorf;0.8656539058430646;23.19207820600814;
Krividhan;Dorf;2.275063073630674;21.56181132231085;
Madrash;Dorf;5.582333951638501;24.19099278939254;
Mhanessipur;Dorf;5.793093442676797;24.66154917739593;
Narjeh;Dorf-X;6.02762525893584;24.1737776578262;
Oase Achan;Dorf;0.605086183111414;25.03391072660993;Achan
Oase Alam-Terekh;Dorf;2.564513738390699;25.68969833230509;Alam-Terekh
Oase Al'Rifat;Dorf;4.005579195776758;23.94030213245901;Al'Rifat
Oase der Beni Khivad;Dorf-X;2.31705014058602;24.3092320541176;
Oase Hayabeth;Dorf;5.34477417448068;23.68539716303772;Hayabeth
Oase Manesh;Dorf;2.825474589187071;22.95858142777719;Manesh
Oase Tarfui;Dorf;4.265625846792154;23.00571716639371;Tarfui
Oase Virinlassih;Dorf;0.576997261544101;25.89916425434932;Virinlassih
Oase Yiyimris;Dorf;3.304528088062921;24.47932601883627;Yiyimris
Qir;Dorf;2.463327147815027;22.29065638897303;
Rab El'Dash;Dorf;5.938826701166915;23.92381613847464;
Shinadra;Dorf;0.6297320768543013;26.23091002212316;
Theves;Dorf;2.480047766253393;22.02022991544506;
Tikech;Dorf;2.531477593946325;21.99362760561392;
Kei Urdhasa;Dorf-X;1.57409738733069;25.2537026170175;
Hammerschlag;Dorf;2.143208;28.520412;
Twergentrutz;Dorf;.910869;29.983303;
Stippwitz;Dorf;1.414151;29.811926;
Auersbrück;Dorf;1.300697;30.830261;
Fürstenhort;Dorf;.929188;29.548235;
Anpforten;Dorf;1.227923;29.934984;
Moorbrück;Dorf;1.895439;28.807931;
Tallon;Dorf;2.449901;28.943071;
Trallik;Dorf;1.336562;30.193738;
Wengenholm;Dorf_Karte;.681463;30.872875;
Koshim;Dorf-X;.716842;30.442373;
Warneburg;Dorf;1.825695;28.465382;
Hartromlosch;Dorf_Karte-X;1.822623;28.332810;
Wegetal;Dorf_Karte-X;.918457;29.934010;
Gaschenk;Dorf;1.640695;30.210139;
Ziegenhain;Dorf;1.781363;29.295475;
Rondrasdank;Dorf-X;1.295484;30.743970;
Butterbös;Dorf-X;1.415505;30.025740;
Grantelwacht;Dorf-X;1.805150;28.755015;
Ufergrunden;Dorf-X;1.451160;29.889321;
Trottweiler;Dorf;1.059339;29.912332;
Tannfurt;Dorf;1.013687;29.979712;
Zweizwiebeln;Dorf-X;.936200;31.026862;
Gôrmel;Dorf;1.808630;29.770165;
Dunkelhain;Dorf;.894289;29.899125;
Thûrbrück;Dorf-X;1.238381;28.440738;
Paßweiser;Dorf;.954178;29.883084;
Leuwenstein;Dorf;1.493016;30.286930;
Tarnelfurt;Dorf;2.399939;28.983386;
Rottan;Dorf;1.909543;29.380127;
Lacuna;Dorf;1.667230;29.464002;
Rakulbruck;Dorf;1.874848;29.532875;
Gerrun;Dorf;1.700858;28.930848;
Fünfbrunnen;Dorf-X;1.327574;28.668893;
Thalhaus;Dorf-X;1.136620;28.847033;
Olkstubben;Dorf;1.668303;29.315410;
Kargen;Dorf-X;1.314233;29.371290;
Kammhütten;Dorf-X;1.004833;29.907208;
Wengerich;Dorf;1.429215;30.490117;
Oberangbar;Dorf;1.656351;30.367811;
Zwischenwasser;Dorf;1.421694;29.381013;
Bareckshaus;Dorf;1.650460;29.254999;
Donken;Dorf-X;1.845276;28.692218;
Arghütten;Dorf-X;1.010918;29.853945;
Nablafurt;Dorf;-0.09936137185389993;30.8845621772159;
Moorfurt;Dorf-X;1.62199840040642;29.2066169603123;
Hammerberg;Dorf-X;1.58307415645271;28.2356072587549;
Elfensiedlung am Großen Fluss;Dorf-X;1.35252286534228;28.474997462186;
Burg Wilderklamm;Dorf-X;1.12796119694737;29.6705311626649;
Uuz'Dornak;Dorf;8.793466;23.020789;
Sindibab;Dorf;10.947258;27.507057;
Nuran;Dorf;10.775802;27.286810;
Huab;Dorf;11.511181;26.638146;
Yerkilan;Dorf;10.948311;26.095948;
Usdaran;Dorf;10.808302;25.156863;
Mazazaoab;Dorf;10.926639;24.506002;
Dinoda;Dorf;10.650945;24.025044;
Geran;Dorf;9.363931;23.745923;
Senan;Dorf;9.356030;23.498658;
Mherweggyn;Dorf;9.214994;23.021528;
Zinobab;Dorf;9.405423;22.536551;
Achazak;Dorf;9.749562;22.435014;
Buli;Dorf;10.555641;23.259236;Buli (Ort)
Tarschoggyn;Dorf;9.601429;23.722789;
Syneggyn;Dorf;9.287594;22.459265;
As'Far;Dorf;9.322509;25.919367;
As'Khunchak;Dorf-X;9.2052472335701;24.2447807806739;
Gipflak;Dorf;11.426511;28.111332;
Cavazoab;Dorf;10.486036;24.732003;
Retohaven;Dorf-X;8.25868882647293;22.6224345769026;
Dorf;Dorf-X;9.11841622782721;24.7692874061688;
Borech;Dorf-X;9.08548032909714;24.8096340696685;
Khunchak;Dorf-X;9.84599889500851;26.4587746609504;
Piratenversteck des Kodnas Han;Dorf-X;10.3160852725567;22.8376684763117;
Talued;Dorf-X;9.62742557183725;24.5460358681376;Talued (Dorf)
Dorf;Dorf-X;9.31603162020758;24.677834968903;
Guladasbîd;Dorf_Karte;8.705281;22.750239;
Hitalan;Dorf;10.756783;27.142316;
Gerbalgan;Dorf;10.588725;27.077343;
Feqabab;Dorf;10.270152;26.879207;
Charasim;Dorf;10.860856;25.636164;
Helmenport;Dorf;8.848530;24.644885;
Amdeggynak;Dorf;9.936751;24.110025;
Maranklippe;Dorf;10.644903;23.618868;
Nhiran;Dorf;9.309809;23.055871;
Betrozak;Dorf;9.037127;22.839237;
Ka'Dornak;Dorf;8.791688;22.799719;
Mahanobab;Dorf;8.959143;22.534523;
Alabasqaryah;Dorf;9.082383;22.413332;
Kagorah;Dorf;0.9000165967741758;20.27201428310363;
Saz'adzz;Dorf;-2.902102614153841;17.25287893895537;
Dschimbas;Dorf;-2.343507444879618;20.13580702057949;
Pinnacht;Dorf;0.08227360323566524;18.94350310107867;
Imrah;Dorf;0.08648961738519922;19.0470936110784;Imrah (Meridiana)
Lafmih;Dorf;-0.1735687312363698;19.09444915578437;
Salina;Dorf;-0.332994946977293;19.25990528147719;
Thendar;Dorf;0.06979935312294572;19.57544715373793;
Imsa;Dorf;0.3025549228173374;19.75504423902735;
Tarim;Dorf;1.481624294610178;19.92781831330228;
Yleha;Dorf;0.4779962835958296;17.08490760539839;
Chandiz;Dorf;0.8424953249305323;20.01702701611074;
Port Emer;Dorf;0.4043559977676337;16.05573287520607;
Anath;Dorf;0.5292511633575003;20.15046392896614;
Vey;Dorf;0.2916466835910048;20.27344397228469;
Shiror;Dorf;0.4142323943303339;20.57504510429844;
Miyamat;Dorf;1.20384166641577;20.7330725130027;
Nelgab;Dorf;0.8924802849833124;20.97255509327278;
Heldenrain;Dorf;0.2012334434458318;21.50037054898625;
Winneb;Dorf;-0.3403067492371803;22.17741789720916;
Shoy'Rina;Dorf;-0.5783360055734144;18.49999967737642;
Chutal;Dorf;-2.650986091942126;16.62705673630007;
Nagra;Dorf;-3.319122522096639;17.0370887673751;
Ghunash;Dorf;1.1788691575537;19.7391378812494;
Brokscal;Dorf;0.1234231164399713;21.12398244991246;
Al'Mancha;Dorf-X;-0.5541646667679534;18.35180383591155;
Emerencia;Dorf;-1.059726986681178;20.56089008129035;
Domo Sarkisal;Dorf;-1.097171666636149;20.71987895530103;
Nova Corapia;Dorf;-0.9100401979069595;20.4966946100772;
Festina;Dorf-X;-0.5290464468612854;21.74935139230165;
Askja und Askjahaven;Dorf-X;-3.152351060637726;17.62709323152499;Askja
Chatosqua;Dorf-X;-0.4445298247169804;18.91325084360351;
Ireth;Dorf;-0.8296196396712385;16.6181226169219;
Merkem;Dorf_Karte-X;-1.188647647952676;16.82008243263843;
Chabira;Dorf;-0.8751183426173625;20.74398585250744;
Hoichem;Dorf;-0.7342387751499946;20.59714849988411;
Ranak;Dorf_Karte;-2.29161798640561;16.67669221082301;
Plesse;Dorf;-3.456592222804475;17.23580871066675;
Setepen;Dorf;-.342573584743331;16.0460662773396;
Djaset;Dorf;-0.8168715254811931;16.96485456685311;
Quinsay;Dorf;-0.04248420954727328;17.21032786081524;
Gangriba;Dorf-X;-1.769753552588956;17.25992685163155;
Nardis;Dorf-X;-2.034734827673286;16.71223434088687;
Simorenia;Dorf;-1.275667420286277;20.55391533984851;
Dorf der Oijaniha;Dorf-X;-.100043048201849;20.2305567402189;
Shani;Dorf-X;.211350903427827;20.4887753866164;
Nasha;Dorf_Karte;-0.77387192349896;20.12942701474508;
Fischerdorf nördlich von Hôt-Alem;Dorf;-0.1282671818166603;16.47467607838868;
Siedlung südlich von Sylphur;Dorf-X;-2.027761485722598;17.43195662235457;
Achazdorf am Regengebirge;Dorf-X;-1.154012855007874;18.46648479611688;
Achazdorf am Drunabsee;Dorf-X;-.426408501636581;22.2708841513985;
Achazdorf;Dorf-X;-.288677200238625;21.7980384865423;
Achazdorf westlich des Loch Harodrol;Dorf-X;.160448691534946;21.9083193667746;
Achazdorf östlich des Loch Harodrol;Dorf-X;0.4820902389046289;21.92090767125689;
Achazdorf südlich des Loch Harodrol;Dorf-X;0.516116510546194;21.60178116796583;
Tapo-Dorf;Dorf-X;-1.325224;19.696424;
Dorf der Chirika;Dorf-X;0.1839448969179891;20.84220937908716;
Dorf der Yakosh Dey;Dorf-X;-.375506928489638;20.6689904835813;
Tota-Kape;Dorf-X;-.549168939975418;20.6125051546819;
Mohadorf nordöstlich des Regengebirges;Dorf;.277221423396073;21.0691087659826;
He-Sches Dorf;Dorf_Karte-X;-.138967292155557;20.0772394189203;
Yakosh-Dej-Lager;Dorf_Karte-X;-.543180594751771;20.6501620406148;
Mittelländische Siedlung;Dorf_Karte-X;-.585099011317304;20.6151949322485;
Nesquiria (InOff);Dorf_Karte-X;-2.224652036601234;18.45829626314496;
Lar-Ka-Vila;Dorf-X;0.2670945378876288;19.22420788099051;
Shin-ka-Vila;Dorf-X;0.2969582144756067;19.44559473859567;
Dorf der Tinkeka-Pao-Pao;Dorf-X;0.2710223359332398;19.31460475256912;
Grolmenstadt;Dorf-X;-0.138968569647435;21.2950500815804;
Grolmensiedlung;Dorf-X;-0.6180361875392431;21.0099336595165;
Mohema;Dorf-X;-1.59453695950059;16.9940887476098;
Küstendorf;Dorf-X;-2.14546408133023;19.5401977294736;
Dorf der Tulewaka;Dorf-X;-2.08558062909375;19.5590261724401;
Dorf der Nopam-Han;Dorf-X;-1.58256026905329;18.9785377108404;
Dorf der Pamkupa-Ruoi;Dorf-X;-1.5586068881587;19.1722016956386;
Mohahadorf;Dorf-X;-.815650302427737;20.3758047288175;
Chiraka-Dorf;Dorf;.202367108100479;21.0233825473497;
Oijanha-Dorf;Dorf-X;-.291671372850448;21.0717985435492;
Lrr'Zzkrot;Dorf_Karte-X;-2.96626659998486;16.9860194149099;
Baghtiar;Dorf;4.676457808258261;25.45061386483726;
Barqipa;Dorf;4.378804769873725;25.62990718284321;
Bagfua;Dorf;4.786307849237081;25.17335100187058;
Baran;Dorf;4.448206;25.988825;
Ben-Oni;Dorf;4.971427294885807;26.27623880693735;
Buqtah;Dorf;3.330198196381959;25.79491856862468;
El'Trutz;Dorf;4.015088901376944;26.02578263566192;
Hainesh;Dorf;2.951193186177523;25.77386925519087;
Ivrinno;Dorf;5.08073895700877;25.17075238976307;
Kerbal;Dorf;3.83933446723332;25.68290924206285;
Khattaq;Dorf;3.534044;26.027999;
Komra;Dorf;3.955068379006628;25.76862249033007;
Maridor;Dorf;4.577515;26.380566;
Merahbad;Dorf;4.434815;26.254609;
Mirina;Dorf;2.74881647270752;25.94224824005737;
Naggilah;Dorf;4.301068494654487;26.13543950631905;
O'Habin;Dorf;4.551698230050096;25.88016022458492;
Quadanagar;Dorf;3.851443;26.008480;
Ras El'Bir;Dorf;5.003866742829811;25.72529032401159;
Ras-ma-mud;Dorf;5.130374;25.750621;
Shirdar;Dorf;3.752027;26.055813;
Shobilla;Dorf;4.316628084613237;25.31874705644991;
Tarmis;Dorf;4.209520;25.679157;
Tel-Han;Dorf;4.735902;25.831505;
Tingil;Dorf;5.019974694755193;25.39271530442391;
Vishid;Dorf;3.890759447613561;25.49559414152799;
Wen-es Mocha;Dorf;4.304169747679312;25.52344768948224;
Zedrakin;Dorf;4.720847;26.647256;
Zirapur;Dorf;4.480644;25.779830;
Rarrkosu;Dorf_Karte;-53.819213;9.094551;
Lûr;Dorf;1.681968;28.035181;
Solfurt;Dorf;.292407;28.451772;
Eisenhuett;Dorf;-1.355165;28.145396;Eisenhuett (Nordmarken)
Tsafelde;Dorf;.307699;28.768817;
Ogils Heim;Dorf;.244119;29.164247;
Wolfenhag;Dorf;0.071607;28.760968;
Altenfurt;Dorf;-1.080323;27.769128;
Dohlenfelde;Dorf;0.2160319495723639;28.04500384111683;
Galebbogen;Dorf;.769564;29.024159;
Ambelmund;Dorf;-.665687;30.512974;
Nembutal;Dorf;.326323;29.526175;
Herzogenfurt;Dorf;-0.051927;29.576804;
Berg;Dorf;-0.092227;29.149502;
Rieden;Dorf;.282979;29.313749;
Gernebruch;Dorf;.503336;28.884096;
Treuenbollstein;Dorf;-.894636;27.784889;
Vairningen;Dorf;-.383270;29.847553;
Taindoch;Dorf;-1.539188;28.343534;
Zinnen am Ratsforst;Dorf;-1.341518;27.582179;
Weißenstein;Dorf-X;-1.517575;27.919849;Weißenstein (Dorf)
Turehall;Dorf;-1.555667;28.046186;
Wichten;Dorf-X;.241646;27.968838;
Trelm;Dorf-X;-1.163254;27.476889;
Altpreim;Dorf-X;-1.129195021321404;27.40053473759766;
Felswacht;Dorf-X;-.959809;26.796184;
Grafenfurt;Dorf-X;.219517;29.860513;
Kaldenberg;Dorf;.286917;28.685002;
Kranichfurt;Dorf-X;.249877;29.940872;
Appelquell;Dorf-X;-.378078;28.172010;
Witzichenberg;Dorf-X;-.339597;29.629079;
Rickenhausen;Dorf-X;0.017358;29.741785;
Albenheide;Dorf-X;.306402;29.927756;
Trackenborn;Dorf-X;.908381;27.940910;
Buchenhang;Dorf-X;0.097028;30.041325;
Andraquell;Dorf-X;-1.070287;32.455772;
Steinwiesen;Dorf-X;.196400;29.856080;
Erlenrode;Dorf-X;.256552;29.901065;
Kargenfels;Dorf-X;-.519273;28.020003;
Ungolfsroden;Dorf-X;.905978;27.983944;
Moorsend;Dorf-X;.282697;29.874587;
Bleichsee;Dorf-X;.798299;27.820153;
Neu-Ludgenfels;Dorf_Karte-X;-.233187;28.619771;
